recovery_id,contract_id,recovery_date,recovery_amount,recovery_method,days_after_default
R00000510,C000656,2026-07-09,719.76,Payment,90
R00000511,C000656,2026-08-08,599.8,Collection,120
R00000512,C000659,2025-11-07,1573.09,Payment,120
R00000513,C000659,2026-07-05,1048.73,Payment,360
R00000514,C000661,2025-04-09,7703.21,Renegotiation,30
R00000515,C000661,2025-07-08,4814.51,Payment,120
R00000516,C000665,2025-09-09,1444.67,Payment,30
R00000517,C000665,2025-11-08,1083.5,Payment,90
R00000518,C000665,2026-02-06,782.53,Payment,180
R00000519,C000665,2026-08-05,601.94,Renegotiation,360
R00000520,C000666,2026-05-10,3886.94,Payment,30
R00000521,C000666,2026-07-09,2915.21,Settlement,90
R00000522,C000666,2026-08-08,2429.34,Renegotiation,120
R00000523,C000670,2026-03-12,420.08,Collection,30
R00000524,C000670,2026-06-10,262.55,Renegotiation,120
R00000525,C000670,2026-08-09,227.54,Payment,180
R00000526,C000672,2026-05-09,642.05,Payment,60
R00000527,C000672,2026-07-08,481.54,Payment,120
R00000528,C000673,2026-08-09,13835.86,Settlement,60
R00000529,C000675,2026-04-09,1224.76,Collection,30
R00000530,C000675,2026-07-08,765.48,Settlement,120
R00000531,C000676,2026-04-09,2390.44,Payment,30
R00000532,C000676,2026-05-09,1992.03,Settlement,60
R00000533,C000676,2026-07-08,1494.02,Payment,120
R00000534,C000680,2026-03-10,7372.18,Payment,90
R00000535,C000680,2026-04-09,6143.48,Renegotiation,120
R00000536,C000680,2026-06-08,5324.35,Payment,180
R00000537,C000683,2025-06-09,717.27,Renegotiation,60
R00000538,C000683,2025-07-09,645.54,Collection,90
R00000539,C000683,2025-08-08,537.95,Collection,120
R00000540,C000683,2025-10-07,466.23,Renegotiation,180
R00000541,C000684,2026-04-09,2187.78,Renegotiation,120
R00000542,C000684,2026-06-08,1896.08,Payment,180
R00000543,C000686,2026-03-12,3791.94,Renegotiation,30
R00000544,C000686,2026-05-11,2843.96,Payment,90
R00000545,C000686,2026-08-09,2053.97,Settlement,180
R00000546,C000690,2026-02-09,965.13,Payment,30
R00000547,C000690,2026-04-10,723.84,Renegotiation,90
R00000548,C000693,2026-04-09,1324.28,Payment,30
R00000549,C000693,2026-05-09,1103.57,Payment,60
R00000550,C000693,2026-07-08,827.68,Payment,120
R00000551,C000694,2026-06-09,369.68,Payment,30
R00000552,C000694,2026-07-09,308.07,Payment,60
R00000553,C000695,2026-04-11,41.43,Payment,60
R00000554,C000695,2026-05-11,37.28,Collection,90
R00000555,C000695,2026-06-10,31.07,Collection,120
R00000556,C000696,2026-07-09,669.09,Settlement,60
R00000557,C000696,2026-08-08,602.18,Renegotiation,90
R00000558,C000697,2026-04-09,3113.92,Payment,120
R00000559,C000700,2026-07-09,2728.79,Settlement,60
R00000560,C000701,2025-10-08,650.13,Settlement,90
R00000561,C000701,2025-11-07,541.78,Renegotiation,120
R00000562,C000701,2026-01-06,469.54,Renegotiation,180
R00000563,C000701,2026-07-05,361.18,Payment,360
R00000564,C000709,2026-06-08,3575.89,Collection,90
R00000565,C000718,2025-12-09,15033.43,Payment,90
R00000566,C000719,2026-05-09,2521.99,Payment,60
R00000567,C000719,2026-07-08,1891.49,Settlement,120
R00000568,C000721,2026-03-09,30961.25,Payment,180
R00000569,C000724,2026-04-09,1089.84,Payment,30
R00000570,C000727,2026-06-09,1554.04,Payment,30
R00000571,C000727,2026-07-09,1295.03,Collection,60
R00000572,C000728,2025-09-08,1665.88,Renegotiation,60
R00000573,C000728,2025-10-08,1499.29,Payment,90
R00000574,C000728,2026-01-06,1082.82,Renegotiation,180
R00000575,C000729,2025-10-10,15853.45,Payment,30
R00000576,C000729,2026-01-08,9908.4,Payment,120
R00000577,C000731,2025-11-09,828.22,Settlement,30
R00000578,C000731,2026-01-08,621.17,Payment,90
R00000579,C000731,2026-04-08,448.62,Collection,180
R00000580,C000735,2025-08-08,1049.27,Renegotiation,120
R00000581,C000735,2025-10-07,909.36,Renegotiation,180
R00000582,C000738,2025-10-10,20963.47,Settlement,30
R00000583,C000740,2026-04-11,10864.11,Payment,60
R00000584,C000740,2026-08-09,7061.67,Settlement,180
R00000585,C000744,2026-06-09,349.96,Collection,30
R00000586,C000746,2026-07-09,1491.21,Settlement,60
R00000587,C000746,2026-08-08,1342.09,Payment,90
R00000588,C000748,2026-06-09,1815.18,Collection,30
R00000589,C000748,2026-07-09,1512.65,Payment,60
R00000590,C000751,2026-07-10,4999.17,Settlement,30
R00000591,C000756,2026-06-09,6817.87,Payment,30
R00000592,C000761,2025-07-10,1264.16,Payment,30
R00000593,C000761,2025-10-08,790.1,Payment,120
R00000594,C000761,2025-12-07,684.75,Payment,180
R00000595,C000761,2026-06-05,526.73,Payment,360
R00000596,C000769,2026-07-10,617.77,Collection,30
R00000597,C000771,2025-09-09,14052.9,Payment,30
R00000598,C000771,2025-10-09,11710.75,Payment,60
R00000599,C000771,2025-12-08,8783.06,Renegotiation,120
R00000600,C000771,2026-02-06,7611.99,Payment,180
R00000601,C000776,2026-07-10,5506.31,Collection,30
R00000602,C000778,2026-05-10,2044.44,Payment,30
R00000603,C000778,2026-07-09,1533.33,Payment,90
R00000604,C000778,2026-08-08,1277.78,Renegotiation,120
R00000605,C000779,2026-08-09,85.32,Payment,60
R00000606,C000781,2026-01-09,226.87,Payment,60
R00000607,C000781,2026-02-08,204.19,Payment,90
R00000608,C000781,2026-03-10,170.16,Payment,120
R00000609,C000781,2026-05-09,147.47,Renegotiation,180
R00000610,C000783,2026-02-09,21625.5,Payment,30
R00000611,C000783,2026-05-10,13515.94,Payment,120
R00000612,C000785,2025-06-09,1259.99,Settlement,30
R00000613,C000785,2025-09-07,787.49,Settlement,120
R00000614,C000785,2025-11-06,682.49,Payment,180
R00000615,C000785,2026-05-05,525.0,Settlement,360
R00000616,C000788,2026-03-11,985.55,Payment,60
R00000617,C000788,2026-05-10,739.16,Collection,120
R00000618,C000788,2026-07-09,640.61,Payment,180
R00000619,C000798,2026-02-09,183.55,Renegotiation,30
R00000620,C000798,2026-03-11,152.96,Renegotiation,60
R00000621,C000798,2026-05-10,114.72,Renegotiation,120
R00000622,C000800,2026-08-08,1241.19,Payment,120
R00000623,C000802,2026-04-11,2682.07,Settlement,60
R00000624,C000802,2026-05-11,2413.86,Renegotiation,90
R00000625,C000805,2026-01-09,426.98,Collection,30
R00000626,C000805,2026-02-08,355.82,Collection,60
R00000627,C000805,2026-04-09,266.86,Payment,120
R00000628,C000808,2025-09-08,347.17,Renegotiation,60
R00000629,C000808,2026-01-06,225.66,Payment,180
R00000630,C000811,2026-04-11,1620.87,Collection,60
R00000631,C000811,2026-06-10,1215.65,Payment,120
R00000632,C000812,2026-08-09,4273.54,Collection,60
R00000633,C000816,2026-06-09,14571.16,Settlement,30
R00000634,C000816,2026-07-09,12142.63,Payment,60
R00000635,C000816,2026-08-08,10928.37,Payment,90
R00000636,C000825,2026-05-10,6635.7,Payment,30
R00000637,C000825,2026-07-09,4976.77,Collection,90
R00000638,C000825,2026-08-08,4147.31,Collection,120
R00000639,C000827,2025-11-09,35558.14,Settlement,30
R00000640,C000830,2026-03-11,1201.32,Collection,60
R00000641,C000830,2026-05-10,900.99,Settlement,120
R00000642,C000830,2026-07-09,780.86,Payment,180
R00000643,C000831,2026-08-09,12024.73,Payment,30
R00000644,C000833,2026-07-10,284.92,Payment,30
R00000645,C000833,2026-08-09,237.43,Renegotiation,60
R00000646,C000835,2026-08-08,1171.2,Payment,90
R00000647,C000837,2026-04-09,7814.09,Payment,30
R00000648,C000837,2026-05-09,6511.74,Renegotiation,60
R00000649,C000837,2026-07-08,4883.81,Payment,120
R00000650,C000838,2026-06-09,491.79,Payment,60
R00000651,C000838,2026-07-09,442.61,Collection,90
R00000652,C000838,2026-08-08,368.84,Collection,120
R00000653,C000843,2025-11-09,2359.86,Payment,30
R00000654,C000843,2025-12-09,1966.55,Collection,60
R00000655,C000843,2026-01-08,1769.89,Collection,90
R00000656,C000843,2026-02-07,1474.91,Settlement,120
R00000657,C000845,2026-07-10,245.36,Collection,30
R00000658,C000846,2026-02-09,455.49,Renegotiation,30
R00000659,C000846,2026-05-10,284.68,Payment,120
R00000660,C000846,2026-07-09,246.72,Renegotiation,180
R00000661,C000853,2026-03-12,3216.04,Payment,30
R00000662,C000853,2026-04-11,2680.04,Collection,60
R00000663,C000853,2026-06-10,2010.03,Settlement,120
R00000664,C000854,2025-08-09,1403.58,Payment,30
R00000665,C000854,2025-09-08,1169.65,Payment,60
R00000666,C000854,2025-10-08,1052.68,Payment,90
R00000667,C000854,2026-01-06,760.27,Payment,180
R00000668,C000858,2025-10-10,6030.34,Settlement,30
R00000669,C000858,2025-12-09,4522.76,Collection,90
R00000670,C000858,2026-01-08,3768.96,Payment,120
R00000671,C000871,2025-09-08,2792.89,Payment,60
R00000672,C000871,2026-01-06,1815.38,Payment,180
R00000673,C000875,2026-08-09,1332.34,Payment,30
R00000674,C000877,2026-08-09,651.02,Renegotiation,30
R00000675,C000878,2025-09-07,992.05,Renegotiation,120
R00000676,C000878,2025-11-06,859.78,Payment,180
R00000677,C000880,2025-11-09,2144.09,Payment,60
R00000678,C000880,2026-01-08,1608.06,Settlement,120
R00000679,C000883,2026-04-10,6129.96,Renegotiation,90
R00000680,C000887,2026-05-10,1895.05,Renegotiation,30
R00000681,C000890,2025-05-10,2051.35,Payment,30
R00000682,C000890,2025-07-09,1538.51,Payment,90
R00000683,C000892,2026-01-09,3940.04,Collection,30
R00000684,C000892,2026-03-10,2955.03,Payment,90
R00000685,C000895,2026-01-09,4622.59,Collection,30
R00000686,C000895,2026-03-10,3466.94,Payment,90
R00000687,C000898,2026-06-10,2628.22,Payment,120
R00000688,C000898,2026-08-09,2277.79,Payment,180
R00000689,C000900,2025-05-09,667.67,Payment,60
R00000690,C000900,2025-07-08,500.75,Payment,120
R00000691,C000900,2025-09-06,433.99,Payment,180
R00000692,C000900,2026-03-05,333.84,Payment,360
R00000693,C000913,2025-11-09,653.69,Payment,30
R00000694,C000913,2025-12-09,544.74,Payment,60
R00000695,C000913,2026-04-08,354.08,Payment,180
R00000696,C000914,2025-11-09,11056.04,Renegotiation,60
R00000697,C000914,2026-01-08,8292.03,Payment,120
R00000698,C000914,2026-03-09,7186.43,Settlement,180
R00000699,C000915,2026-07-09,2201.66,Settlement,90
R00000700,C000918,2026-08-09,4082.49,Settlement,30
R00000701,C000919,2025-12-10,496.56,Collection,30
R00000702,C000919,2026-02-08,372.42,Renegotiation,90
R00000703,C000919,2026-05-09,268.97,Payment,180
R00000704,C000920,2025-08-08,2053.63,Renegotiation,90
R00000705,C000920,2025-11-06,1483.17,Collection,180
R00000706,C000920,2026-05-05,1140.9,Payment,360
R00000707,C000925,2026-07-10,1214.77,Collection,30
R00000708,C000925,2026-08-09,1012.31,Collection,60
R00000709,C000926,2026-06-10,786.33,Payment,120
R00000710,C000926,2026-08-09,681.49,Collection,180
R00000711,C000927,2026-08-09,564.16,Payment,60
R00000712,C000939,2025-10-10,1691.71,Payment,30
R00000713,C000939,2026-01-08,1057.32,Payment,120
R00000714,C000939,2026-03-09,916.34,Renegotiation,180
R00000715,C000946,2026-08-09,1906.15,Settlement,180
R00000716,C000948,2025-05-10,4406.35,Renegotiation,30
R00000717,C000948,2025-07-09,3304.76,Settlement,90
R00000718,C000948,2026-04-05,1835.98,Payment,360
R00000719,C000951,2026-04-09,765.87,Settlement,30
R00000720,C000951,2026-07-08,478.67,Collection,120
R00000721,C000954,2025-11-09,6867.95,Payment,30
R00000722,C000954,2026-01-08,5150.96,Payment,90
R00000723,C000958,2026-02-08,3505.16,Payment,60
R00000724,C000958,2026-03-10,3154.64,Payment,90
R00000725,C000959,2025-11-09,617.8,Settlement,30
R00000726,C000959,2026-01-08,463.35,Settlement,90
R00000727,C000959,2026-02-07,386.13,Settlement,120
R00000728,C000963,2026-07-10,609.48,Collection,30
R00000729,C000963,2026-08-09,507.9,Renegotiation,60
R00000730,C000965,2026-08-09,660.58,Payment,60
R00000731,C000969,2026-01-09,965.26,Renegotiation,60
R00000732,C000969,2026-02-08,868.73,Payment,90
R00000733,C000969,2026-05-09,627.42,Payment,180
R00000734,C000974,2025-08-09,10291.33,Payment,30
R00000735,C000974,2025-09-08,8576.11,Settlement,60
R00000736,C000975,2026-04-11,13235.42,Renegotiation,60
R00000737,C000975,2026-06-10,9926.57,Payment,120
R00000738,C000975,2026-08-09,8603.03,Collection,180
R00000739,C000978,2026-02-09,3759.09,Collection,30
R00000740,C000978,2026-03-11,3132.58,Settlement,60
R00000741,C000978,2026-04-10,2819.32,Settlement,90
R00000742,C000978,2026-07-09,2036.18,Renegotiation,180
R00000743,C000979,2025-09-08,3329.87,Payment,60
R00000744,C000979,2025-10-08,2996.88,Payment,90
R00000745,C000979,2026-01-06,2164.41,Payment,180
R00000746,C000985,2026-07-10,3093.21,Settlement,30
R00000747,C000986,2026-07-10,6997.28,Collection,30
R00000748,C000986,2026-08-09,5831.07,Payment,60
R00000749,C000988,2026-02-09,20014.05,Payment,30
R00000750,C000988,2026-04-10,15010.54,Settlement,90
R00000751,C000988,2026-07-09,10840.95,Payment,180
R00000752,C000989,2026-07-10,9599.66,Collection,30
R00000753,C000989,2026-08-09,7999.72,Payment,60
R00000754,C000993,2026-01-09,1062.44,Payment,30
R00000755,C000993,2026-02-08,885.37,Collection,60
R00000756,C000996,2025-09-08,1692.17,Settlement,90
R00000757,C000996,2025-10-08,1410.14,Renegotiation,120
R00000758,C000996,2026-06-05,940.09,Renegotiation,360
R00000759,C000997,2025-08-09,2145.41,Payment,30
R00000760,C000997,2025-09-08,1787.84,Settlement,60
R00000761,C000997,2026-01-06,1162.1,Payment,180
R00000762,C001003,2025-11-09,3171.62,Renegotiation,60
R00000763,C001003,2025-12-09,2854.46,Payment,90
R00000764,C001006,2025-10-10,5118.26,Payment,30
R00000765,C001006,2026-01-08,3198.91,Settlement,120
R00000766,C001006,2026-03-09,2772.39,Collection,180
R00000767,C001007,2026-07-09,5068.65,Renegotiation,90
R00000768,C001007,2026-08-08,4223.88,Payment,120
R00000769,C001009,2026-07-09,7113.73,Payment,60
R00000770,C001009,2026-08-08,6402.36,Settlement,90
R00000771,C001011,2025-10-10,1219.32,Payment,30
R00000772,C001011,2025-11-09,1016.1,Renegotiation,60
R00000773,C001011,2025-12-09,914.49,Payment,90
R00000774,C001011,2026-01-08,762.07,Settlement,120
R00000775,C001020,2025-12-08,42102.28,Collection,120
R00000776,C001020,2026-08-05,28068.19,Collection,360
R00000777,C001023,2026-03-10,1336.46,Payment,90
R00000778,C001023,2026-04-09,1113.71,Collection,120
R00000779,C001025,2026-07-09,1239.05,Payment,60
R00000780,C001029,2025-11-09,1017.25,Renegotiation,30
R00000781,C001029,2025-12-09,847.71,Payment,60
R00000782,C001029,2026-02-07,635.78,Payment,120
R00000783,C001030,2026-07-10,6644.69,Settlement,30
R00000784,C001030,2026-08-09,5537.24,Settlement,60
R00000785,C001036,2026-01-09,1216.43,Payment,60
R00000786,C001036,2026-02-08,1094.79,Collection,90
R00000787,C001037,2026-08-09,1215.69,Payment,30
R00000788,C001038,2026-05-10,480.87,Settlement,30
R00000789,C001040,2026-07-10,719.45,Payment,30
R00000790,C001041,2026-01-08,4412.79,Renegotiation,90
R00000791,C001041,2026-02-07,3677.33,Payment,120
R00000792,C001041,2026-04-08,3187.02,Payment,180
R00000793,C001042,2025-10-10,12389.59,Payment,30
R00000794,C001042,2025-12-09,9292.19,Collection,90
R00000795,C001042,2026-03-09,6711.03,Payment,180
R00000796,C001044,2025-12-10,3523.5,Payment,30
R00000797,C001044,2026-03-10,2202.19,Collection,120
R00000798,C001046,2025-09-09,20165.69,Payment,30
R00000799,C001046,2025-11-08,15124.27,Payment,90
R00000800,C001046,2026-08-05,8402.37,Payment,360
R00000801,C001049,2026-01-09,27138.34,Payment,30
R00000802,C001049,2026-03-10,20353.75,Renegotiation,90
R00000803,C001051,2025-06-10,9187.19,Payment,120
R00000804,C001051,2025-08-09,7962.23,Renegotiation,180
R00000805,C001057,2026-07-10,736.41,Payment,30
R00000806,C001057,2026-08-09,613.68,Payment,60
R00000807,C001060,2026-02-08,1617.48,Payment,90
R00000808,C001069,2026-06-09,834.47,Payment,60
R00000809,C001072,2026-06-09,446.98,Renegotiation,30
R00000810,C001072,2026-08-08,335.24,Renegotiation,90
R00000811,C001076,2026-05-09,1141.62,Payment,60
R00000812,C001077,2026-06-08,1381.62,Payment,90
R00000813,C001078,2026-07-10,1103.2,Payment,30
R00000814,C001078,2026-08-09,919.33,Payment,60
R00000815,C001082,2026-02-09,2359.09,Settlement,30
R00000816,C001082,2026-03-11,1965.91,Payment,60
R00000817,C001084,2026-08-09,686.72,Payment,30
R00000818,C001087,2026-04-11,234.66,Renegotiation,60
R00000819,C001087,2026-08-09,152.53,Payment,180
R00000820,C001092,2026-01-09,721.09,Payment,30
R00000821,C001092,2026-02-08,600.91,Renegotiation,60
R00000822,C001092,2026-04-09,450.68,Collection,120
R00000823,C001094,2026-05-09,4307.14,Collection,60
R00000824,C001095,2026-03-09,3418.6,Payment,180
R00000825,C001097,2026-04-09,7533.9,Collection,30
R00000826,C001097,2026-05-09,6278.25,Payment,60
R00000827,C001097,2026-06-08,5650.43,Renegotiation,90
R00000828,C001104,2026-05-10,20255.42,Renegotiation,30
R00000829,C001104,2026-06-09,16879.51,Renegotiation,60
R00000830,C001106,2025-09-08,771.84,Payment,60
R00000831,C001106,2025-11-07,578.88,Payment,120
R00000832,C001106,2026-01-06,501.7,Payment,180
R00000833,C001108,2026-06-09,1111.71,Collection,30
R00000834,C001108,2026-07-09,926.42,Payment,60
R00000835,C001108,2026-08-08,833.78,Settlement,90
R00000836,C001114,2026-08-09,602.74,Payment,30
R00000837,C001116,2026-04-09,2904.34,Renegotiation,30
R00000838,C001116,2026-06-08,2178.26,Payment,90
R00000839,C001121,2026-06-09,964.02,Collection,30
R00000840,C001121,2026-07-09,803.35,Collection,60
R00000841,C001122,2025-11-09,9301.57,Payment,30
R00000842,C001122,2025-12-09,7751.31,Settlement,60
R00000843,C001122,2026-02-07,5813.48,Payment,120
R00000844,C001122,2026-04-08,5038.35,Renegotiation,180
R00000845,C001129,2025-12-09,2344.32,Payment,90
R00000846,C001130,2026-08-09,6498.81,Payment,60
R00000847,C001131,2026-01-08,3262.75,Collection,90
R00000848,C001131,2026-04-08,2356.43,Payment,180
R00000849,C001132,2026-08-09,2153.62,Payment,30
R00000850,C001134,2026-02-09,1355.03,Renegotiation,30
R00000851,C001134,2026-04-10,1016.27,Payment,90
R00000852,C001134,2026-07-09,733.97,Renegotiation,180
R00000853,C001138,2025-10-08,5318.95,Payment,120
R00000854,C001138,2025-12-07,4609.76,Payment,180
R00000855,C001139,2026-08-09,2837.99,Collection,30
R00000856,C001140,2026-07-09,2795.46,Payment,90
R00000857,C001145,2026-05-10,845.78,Payment,30
R00000858,C001145,2026-08-08,528.61,Renegotiation,120
R00000859,C001146,2026-01-09,1105.29,Payment,60
R00000860,C001146,2026-02-08,994.76,Payment,90
R00000861,C001150,2026-05-09,81.75,Payment,60
R00000862,C001150,2026-06-08,73.58,Payment,90
R00000863,C001150,2026-07-08,61.31,Payment,120
R00000864,C001153,2025-06-09,2695.13,Settlement,30
R00000865,C001153,2025-11-06,1459.86,Payment,180
R00000866,C001156,2026-05-10,1607.69,Payment,30
R00000867,C001156,2026-06-09,1339.74,Settlement,60
R00000868,C001156,2026-07-09,1205.77,Payment,90
R00000869,C001156,2026-08-08,1004.81,Collection,120
R00000870,C001158,2025-09-09,2297.59,Renegotiation,30
R00000871,C001158,2025-10-09,1914.66,Renegotiation,60
R00000872,C001158,2025-11-08,1723.19,Settlement,90
R00000873,C001158,2026-08-05,957.33,Settlement,360
R00000874,C001161,2026-03-12,2070.83,Payment,30
R00000875,C001161,2026-05-11,1553.12,Payment,90
R00000876,C001162,2026-06-09,294.64,Renegotiation,30
R00000877,C001162,2026-07-09,245.54,Renegotiation,60
R00000878,C001162,2026-08-08,220.98,Settlement,90
R00000879,C001167,2025-09-08,1744.36,Payment,90
R00000880,C001167,2025-10-08,1453.63,Collection,120
R00000881,C001167,2026-06-05,969.09,Payment,360
R00000882,C001172,2025-03-12,20546.37,Payment,30
R00000883,C001172,2025-04-11,17121.97,Payment,60
R00000884,C001172,2025-08-09,11129.28,Payment,180
R00000885,C001172,2026-02-05,8560.99,Payment,360
R00000886,C001181,2026-06-09,1364.94,Collection,60
R00000887,C001181,2026-07-09,1228.45,Payment,90
R00000888,C001185,2025-08-09,10274.03,Payment,30
R00000889,C001185,2025-10-08,7705.52,Collection,90
R00000890,C001185,2025-11-07,6421.27,Renegotiation,120
R00000891,C001185,2026-01-06,5565.1,Payment,180
R00000892,C001190,2026-01-08,8318.38,Renegotiation,90
R00000893,C001190,2026-04-08,6007.72,Payment,180
R00000894,C001192,2026-04-11,2971.88,Payment,60
R00000895,C001192,2026-05-11,2674.69,Settlement,90
R00000896,C001193,2026-08-09,1089.96,Settlement,60
R00000897,C001194,2026-06-09,848.8,Payment,30
R00000898,C001200,2025-06-09,5949.32,Settlement,30
